Conversiones,Inversion_USD,Puntaje_Creativo,Precision_Targeting,CTA_Claro,Num_Hashtags,Hora_Publicacion,Longitud_Texto,Dia_Semana
51,779,9,46,0,5,23.1,184,4
50,462,3,71,1,7,18.6,464,4
130,757,9,69,1,4,21.4,298,3
13,224,10,45,0,22,20.4,488,2
23,461,3,43,1,15,21.8,445,3
40,745,10,52,0,1,14.1,291,2
29,261,4,86,1,22,13.6,141,3
54,689,5,46,1,6,22.4,364,7
45,726,9,36,1,3,15.1,310,1
10,154,3,43,0,9,12.7,251,7
13,278,4,52,0,13,11.4,327,4
79,413,10,95,1,20,18.6,505,2
49,490,4,81,1,19,14.6,480,3
24,549,5,48,1,10,23.2,481,6
57,800,7,80,0,10,11.2,528,3
43,572,9,76,1,21,17,375,6
64,690,7,72,1,8,18.3,195,7
26,444,3,66,1,19,21.1,212,5
41,757,4,57,0,21,19.6,327,1
23,605,3,38,1,22,12.1,535,6
14,343,3,63,0,12,16.9,245,4
36,245,10,91,1,16,15.4,205,1
12,228,5,69,0,20,14.7,527,2
26,330,5,79,1,18,8.6,530,4
20,236,5,56,1,19,20.4,179,5
19,308,3,47,1,10,22.4,309,6
58,515,6,88,0,3,15.9,386,3
41,758,4,46,1,22,14.2,186,1
15,209,3,55,0,10,19.9,170,1
33,480,3,87,0,20,13.3,364,1
31,543,8,43,1,16,20.2,171,6
26,343,8,56,1,20,18.6,177,4
12,230,3,50,0,3,10.2,489,5
13,153,9,49,0,10,19.2,398,3
42,303,9,77,1,10,23.3,223,2
45,322,10,92,1,13,20.4,532,1
52,622,10,46,1,7,12.9,498,1
46,401,7,58,1,4,16.7,546,3
82,881,8,78,0,6,8.6,361,5
38,486,9,35,1,22,13.6,169,4
42,702,7,70,0,19,23,194,3
35,560,6,76,1,20,9.4,389,1
17,156,5,67,1,5,11.9,458,6
34,300,6,98,0,8,18.5,459,6
22,323,3,59,0,8,14.5,519,2
25,438,8,41,1,19,17.4,516,6
48,843,3,59,0,4,21.5,170,1
48,731,4,49,0,11,10.2,423,2
82,748,9,98,0,16,22.1,150,3
46,546,6,94,1,3,23.3,390,6
118,777,9,86,1,9,19.9,129,7
60,445,10,63,1,16,9.1,302,3
35,441,5,35,1,10,14.2,353,5
32,366,4,94,0,2,18.9,372,3
58,519,10,84,1,14,9.7,142,2
58,676,8,48,1,1,13.8,401,7
35,246,7,95,1,20,9.5,280,5
17,341,3,67,0,21,17.4,405,4
40,358,5,79,1,14,11.1,139,5
46,593,4,70,0,15,17.5,266,4
21,653,8,46,0,19,12.1,294,7
20,320,8,41,1,1,17,192,1
74,799,5,80,1,12,19.5,367,7
51,691,9,67,0,4,20.8,325,2
44,411,4,64,1,11,18.6,496,7
19,183,5,92,1,17,20.2,213,7
26,442,7,35,1,1,15.1,398,1
67,756,9,72,1,21,11.1,524,1
69,864,9,40,1,15,19.9,495,2
75,869,7,91,0,6,13.3,186,1
48,857,7,46,1,1,13.6,308,5
30,531,4,76,0,14,20.1,498,3
60,739,9,38,1,6,14.5,457,1
45,318,7,98,1,14,21.6,206,7
22,288,8,62,1,19,13.9,261,3
73,859,3,48,1,10,21.6,349,5
80,888,5,87,0,11,16.7,522,1
27,262,9,80,0,7,13.5,150,7
21,291,8,61,1,6,8.1,184,7
68,538,7,56,1,13,17.4,293,1
18,173,3,89,1,5,11.4,237,5
10,173,4,73,0,3,8.2,418,6
55,539,5,67,1,18,13.4,434,3
39,607,5,37,1,15,9.3,514,4
27,362,10,94,0,19,12.7,387,4
56,636,5,51,1,18,21.8,474,3
96,871,7,85,1,12,22.8,411,1
98,829,7,97,1,21,22,542,5
22,275,8,55,1,15,22.1,219,6
71,765,6,69,0,3,22.3,525,3
39,527,3,86,1,12,12.7,487,1
80,621,6,82,1,18,18,423,2
43,810,8,52,0,10,20.1,250,5
10,218,3,69,0,18,11.9,159,4
28,890,4,36,0,1,9.6,469,5
83,639,3,85,1,2,19.9,192,5
95,718,9,76,1,15,17.7,241,4
31,627,5,54,1,16,22.9,372,6
65,527,9,65,1,13,18.5,181,1
44,661,9,65,0,2,13.2,154,4
74,521,5,94,1,2,14.3,429,1
20,574,4,42,0,19,16.1,270,7
23,325,4,88,0,12,16,358,1
18,204,8,43,1,12,16.3,274,7
35,546,3,85,0,22,23.1,280,4
37,852,8,57,0,16,11.8,416,5
52,781,7,86,1,22,12.6,421,7
57,547,9,93,0,8,11.6,421,2
67,464,6,94,1,17,11.4,219,4
68,590,7,80,0,8,17.9,479,5
107,590,9,74,1,7,16.3,215,3
24,441,3,57,0,7,14.7,193,5
17,392,4,46,0,19,11.1,427,3
33,465,10,97,0,15,15.4,495,1
44,400,6,76,1,7,23,352,5
32,408,9,62,0,16,17.6,263,5
54,387,9,82,1,4,15,226,1
33,630,4,60,1,13,23.2,336,2
20,243,8,86,0,14,19,494,4
18,274,8,48,1,22,18.3,495,4
18,201,9,43,1,19,22.8,423,3
29,668,3,58,0,16,18.8,216,2
86,832,7,82,0,3,17.6,185,2
87,711,9,55,1,1,12.9,544,1
60,707,8,79,0,3,13.8,425,5
23,291,10,55,0,5,19.2,279,3
34,792,6,52,0,1,10.3,456,7
16,427,3,46,1,17,15.4,542,7
61,744,7,61,0,9,14.8,193,6
28,415,5,71,0,6,22.8,307,7
59,517,9,90,1,15,19.3,171,2
62,489,7,98,1,19,8.8,437,3
21,337,6,43,0,3,10.8,363,1
30,600,3,85,0,21,15.2,450,2
18,257,4,37,1,8,10,336,7
100,854,8,66,1,9,9.4,145,5
74,650,10,65,1,3,18.8,533,7
35,751,4,42,1,18,12.1,265,1
28,498,4,45,1,1,22.1,371,3
27,635,8,46,0,17,23,175,5
50,515,6,46,1,7,16.8,420,3
61,669,7,81,1,18,9.6,300,2
14,301,6,46,0,1,9.7,367,6
51,724,9,35,0,6,8.1,334,3
58,720,5,61,1,8,13.2,302,1
37,854,7,67,0,19,12.6,252,7
43,625,3,89,1,17,15.2,165,6
41,686,7,37,0,9,12.2,525,4
59,865,8,44,0,11,19.2,345,2
20,227,4,72,1,11,23.4,159,6
73,725,10,65,0,10,9.7,525,4
15,362,7,56,0,21,20.4,367,6
26,166,7,80,1,7,22.5,195,4
55,452,9,81,1,21,20.3,258,5
25,169,8,74,1,10,22.8,326,2
32,534,7,36,1,18,16.2,317,5
30,389,9,51,0,9,16.8,263,5
22,382,7,75,0,17,15.3,331,4
88,893,10,70,1,2,12.9,338,3
29,589,6,65,0,15,9.6,148,1
60,813,10,66,1,14,9.3,356,7
22,411,3,98,0,19,10.9,210,3
68,495,8,63,1,10,16,484,2
32,517,3,48,1,5,9.1,143,2
51,823,5,38,1,17,11.5,540,2
74,885,6,84,1,8,15.7,309,7
19,245,6,40,1,8,22.1,145,2
32,389,8,93,0,12,16.4,315,7
43,641,3,62,1,9,14.9,308,3
12,206,5,81,1,16,14.9,224,6
12,237,3,36,1,10,9.9,460,6
20,298,5,60,0,16,20,188,2
30,544,5,43,1,13,20.7,510,6
81,771,6,80,1,14,21,214,6
47,625,4,39,1,8,14,262,2
11,186,4,71,1,1,21.2,370,7
42,362,9,91,0,10,10.4,526,6
35,623,9,45,0,9,16.4,404,5
21,377,5,60,0,9,17.4,159,2
69,711,9,69,0,14,13.5,345,4
62,702,6,65,1,3,15.4,361,2
82,621,5,79,1,2,18.5,382,7
20,203,8,60,1,21,8,165,3
72,843,4,64,1,12,21.9,378,4
35,605,9,53,0,20,9.4,271,3
127,811,7,86,1,10,12.2,287,7
37,358,10,62,0,8,12,404,1
11,170,4,53,1,20,15.1,181,3
73,893,4,87,0,4,21.3,193,2
16,318,4,50,0,21,22.8,414,3
86,731,9,54,1,1,17.9,389,7
11,292,8,68,0,17,10,205,7
23,297,8,48,1,16,15.2,321,7
63,882,8,75,0,22,8.6,167,4
42,404,7,69,1,8,18.1,242,1
14,280,5,65,0,21,10.6,321,7
78,664,10,62,1,9,13.1,364,5
29,425,4,56,0,7,12.1,278,5
84,693,9,89,0,4,13,328,4
108,888,8,79,1,7,12.8,406,4
72,688,7,57,1,14,18.4,448,2
21,216,9,63,1,11,16.6,484,6
37,285,10,89,0,16,20.5,337,4
28,305,4,88,1,19,17.8,195,1
92,580,8,78,1,8,18.6,158,5
43,598,9,57,0,14,12.3,515,6
11,244,8,70,0,20,16.9,205,6
39,377,8,55,0,6,17.1,268,1
29,754,7,57,0,20,22,364,5
37,343,8,61,1,1,21.2,413,5
23,279,6,47,1,13,19.8,492,3
100,892,7,84,1,17,20.3,418,3
19,391,6,58,0,20,13.1,266,6
32,257,7,95,1,14,9.1,550,3
21,526,9,42,0,18,15.1,225,5
25,425,5,85,0,17,15.5,288,3
67,573,10,63,1,11,23.2,348,1
77,719,7,49,1,11,19,503,5
27,246,8,83,1,12,12,227,1
40,768,9,74,0,22,13.2,391,1
26,491,4,70,0,15,22.7,257,6
19,346,7,57,1,17,23.1,315,7
15,282,9,54,0,4,9,452,7
43,782,6,82,0,10,23.4,299,7
28,309,9,63,1,21,16.2,330,5
26,485,6,39,1,22,10.1,258,6
66,869,8,38,1,15,18.3,490,2
30,470,7,63,0,7,23.4,186,7
15,249,3,43,1,13,15.8,403,2
32,286,4,59,1,8,16.3,508,4
17,245,6,57,1,19,9.2,204,1
17,271,10,88,0,15,15.6,158,7
17,327,5,45,1,6,11.9,160,7
27,309,4,74,0,9,12.6,405,2
40,293,6,88,1,3,21.3,308,7
114,803,9,54,1,2,20.1,346,1
33,720,4,38,1,18,9.5,476,1
59,552,8,80,1,6,22.9,504,1
74,865,7,55,1,21,15.2,378,4
41,444,4,74,1,11,13.8,275,5
61,601,6,85,1,15,10,461,6
16,336,9,45,0,3,10.6,129,1
47,361,9,82,1,12,16.6,195,5
48,453,7,75,1,14,16.8,309,3
22,267,3,81,0,7,21.3,304,1
68,877,3,93,0,19,16.1,433,4
23,246,8,55,1,19,10.9,281,1
45,679,10,92,0,21,15.1,509,5
70,796,4,49,1,1,15.3,300,3
39,365,7,70,1,12,13.4,491,7
41,320,9,58,0,6,19.3,248,2
10,222,6,35,0,12,12.7,312,3
73,816,7,92,1,20,19.5,259,6
51,634,10,93,0,14,23.1,372,2
81,782,10,50,1,10,18.9,333,5
20,339,5,73,0,16,9.2,266,3
22,299,9,44,1,21,12.6,499,7
29,320,9,42,1,3,17.6,232,4
36,660,10,50,0,22,22.3,223,2
38,782,5,77,0,14,10,413,1
43,742,8,66,0,18,10.8,271,5
64,395,8,93,1,15,13,543,3
61,638,10,40,1,10,17.8,129,6
25,319,10,42,1,11,9.1,425,1
29,419,4,44,1,19,21.4,511,4
90,789,10,63,1,19,9.2,488,2
64,503,10,69,1,16,19.4,449,3
63,729,10,60,0,20,18.5,372,3
56,740,6,69,1,16,23.4,514,1
33,277,10,73,1,3,16.6,284,3
12,279,3,37,1,13,8.2,271,5
42,416,7,97,0,2,21.5,447,2
52,741,4,56,0,12,16.6,265,2
51,744,4,68,1,22,21.8,265,6
67,855,8,53,1,3,22.3,310,5
31,521,7,78,0,4,22.9,223,5
27,603,3,41,0,15,11.1,121,2
22,385,5,97,0,17,14.2,513,2
13,406,3,57,0,21,23.3,228,4
90,682,10,74,1,3,12,211,7
113,834,10,95,1,21,14.9,536,1
41,655,3,48,1,14,22.3,134,7
54,674,9,39,1,13,17.9,399,4
26,248,6,91,0,1,20.8,541,1
50,476,9,89,1,18,22.5,267,4
54,332,10,63,1,4,14.7,338,5
73,860,10,43,1,1,22,184,4
39,549,9,44,0,9,10.1,482,5
67,459,9,91,1,13,9.3,231,6
68,803,3,81,1,18,14,507,3
116,889,8,95,1,1,13.3,415,7
63,896,8,68,1,20,15,284,1
49,898,6,48,1,15,10.1,496,6
38,299,8,98,1,19,21.6,492,6
16,329,4,44,0,1,22.3,303,6
69,793,9,97,0,14,22.4,427,1
78,814,3,89,1,19,15,172,4
30,235,8,80,1,9,20.8,318,1
48,433,10,80,1,22,21,393,4
49,593,3,91,1,11,13.5,234,1
21,176,10,63,1,9,10.6,220,7
49,576,8,61,1,14,11.9,502,5
46,412,4,64,1,13,20.9,459,5
21,200,4,76,1,17,9.3,145,3
102,826,3,86,1,4,20.9,237,4
27,313,4,76,1,9,10.6,449,5
44,876,3,84,0,11,9.4,261,1
51,579,8,78,1,21,15.2,397,7
121,790,9,83,1,3,12.8,262,1
62,508,10,96,0,13,17.9,515,7
14,209,6,40,1,18,18.7,205,7
46,843,5,41,0,4,16.5,294,1
56,691,8,69,0,3,8.8,454,1
67,759,6,53,0,6,12.3,301,3
69,413,9,59,1,6,14.7,354,4
38,784,6,50,1,16,10.4,454,6
106,813,5,97,1,10,13.9,131,5
51,635,9,66,0,19,11,456,2
81,787,9,86,0,5,20.1,187,4
137,898,9,87,1,2,11.9,266,6
23,345,10,40,0,11,19.9,331,5
15,425,4,36,0,2,10.9,199,7
25,248,3,61,1,4,18.5,531,6
27,378,5,41,1,7,23.2,207,2
10,194,6,52,0,22,12.7,391,4
50,486,8,80,1,21,20,411,1
40,390,9,51,1,11,14.5,172,2
31,582,3,69,0,16,9.2,473,4
11,314,10,39,0,21,23.1,359,2
54,416,9,73,0,7,14.9,485,3
47,774,7,44,1,16,9.1,369,1
29,516,5,75,0,6,21.3,471,5
36,745,5,69,0,14,23.3,492,5
22,380,3,90,0,19,8.9,161,2
92,759,7,60,1,5,22.2,435,2
35,429,6,87,1,21,9.4,312,2
27,347,8,64,0,4,12.7,140,5
20,442,9,37,0,8,22.8,307,7
10,189,3,50,0,16,10.5,160,4
43,618,10,48,0,17,19.8,316,6
79,880,7,81,1,12,16.9,460,5
35,534,4,71,0,15,16.3,228,3
13,497,5,43,0,18,8.1,399,5
117,618,8,81,1,8,21.2,517,2
59,462,3,71,1,11,18.2,353,2
38,663,10,46,0,8,10.7,183,6
46,856,10,47,0,4,8.5,233,1
84,621,4,82,1,7,16,299,3
54,513,8,44,1,11,21,453,2
28,628,4,90,0,19,19.4,213,6
15,154,8,47,0,7,17.3,383,1
72,691,9,35,1,1,11.7,417,4
117,718,10,88,1,11,18.4,374,7
86,754,9,88,1,9,22.4,386,5
24,609,4,50,0,8,21,502,6
65,660,5,67,1,1,14.6,462,7
121,803,10,44,1,7,13.7,466,3
61,529,3,94,1,7,8,507,7
48,530,3,62,1,17,11.4,308,2
30,540,5,43,1,1,11.3,444,7
57,422,9,65,1,8,17,130,3
87,758,7,82,1,3,11.5,407,6
16,300,4,68,1,13,13.9,421,7
38,331,8,66,1,21,21.3,549,2
24,459,5,79,0,15,10.6,544,5
67,544,7,91,1,11,11.9,129,6
19,389,7,83,0,16,23.4,230,1
24,223,6,76,1,11,21.7,132,3
41,880,4,71,0,20,14.8,305,1
49,514,5,96,1,22,9.3,419,7
23,235,5,80,1,13,22.6,384,1
87,805,4,70,1,7,15,190,1
25,388,5,50,1,12,9,304,2
110,646,8,86,1,11,15.4,276,4
43,371,7,93,1,8,14.5,258,7
59,756,5,75,0,1,17.4,345,1
99,656,4,77,1,9,21.5,488,4
18,293,6,83,0,2,11.5,536,2
102,598,10,79,1,9,20.1,340,1
18,547,8,35,0,20,16.2,365,7
22,247,10,61,1,16,21,188,6
82,684,3,79,1,6,17.1,141,3
33,782,3,50,0,15,15.4,210,3
25,283,5,36,1,8,19.1,282,6
37,479,5,65,1,11,13.7,548,7
39,613,10,63,0,1,20.2,354,1
40,337,9,78,1,7,8.4,362,6
22,286,6,86,0,16,10.8,363,2
62,471,6,89,1,2,20.6,273,3
18,204,6,44,1,7,16.3,417,1
40,507,8,46,1,1,21.8,546,2
32,756,3,48,0,10,13.8,244,4
21,272,7,55,0,3,21.1,523,1
17,394,6,38,0,8,23.4,141,1
63,798,10,63,1,11,16.2,206,6
29,798,6,39,0,20,8.4,165,1
45,453,10,72,1,18,8.5,509,2
25,244,6,51,1,5,18.9,385,5
48,737,5,69,0,16,22.2,531,4
47,651,6,55,0,12,21.8,258,5
111,631,10,61,1,5,18.8,348,4
33,515,5,62,0,21,17.6,193,4
47,839,6,95,0,12,12.7,460,7
71,814,8,79,1,20,20.2,162,7
10,151,5,65,0,4,12.6,213,7
58,670,8,96,1,21,18.2,236,7
49,852,10,49,0,17,11.4,205,6
53,380,9,58,1,2,9.7,411,2
16,371,7,47,0,13,14.7,442,5
34,314,6,98,1,16,20,372,6
73,734,4,94,0,9,21.5,209,4
53,716,4,38,1,9,16.8,503,1
50,775,5,70,0,14,17.1,195,2
94,525,10,89,1,11,10.2,544,7
84,695,7,82,1,7,8.5,373,7
20,264,6,47,0,8,16.8,142,3
31,468,4,52,0,15,19.3,352,4
53,511,9,90,1,15,8.7,135,6
39,497,9,37,1,4,11.9,193,4
25,393,4,94,0,4,11.3,341,4
12,292,3,65,0,1,18.7,228,1
40,534,9,53,1,7,11.9,522,7
36,387,9,97,0,18,14,426,6
52,574,8,95,0,11,22.2,476,1
12,399,9,44,0,13,8,238,6
53,510,8,94,0,11,10.4,356,7
26,741,4,44,0,3,19.8,152,7
65,824,8,37,1,7,12,179,2
20,327,6,59,0,3,20.6,546,6
14,371,6,51,0,10,8.6,371,7
38,425,3,69,1,4,10.1,155,2
54,394,7,73,1,1,13.4,286,1
53,482,5,94,0,10,17.5,204,5
69,734,8,86,0,10,10.2,292,3
26,596,3,64,0,19,13.2,540,3
122,882,8,78,1,19,13.9,332,4
22,784,5,42,0,17,12.7,351,1
27,542,5,36,1,5,22.7,434,1
78,746,10,82,0,11,14.6,280,1
36,455,9,52,0,3,9.8,492,5
16,185,4,60,1,18,20.8,276,7
48,562,4,75,1,18,12.9,182,5
90,636,10,85,0,9,16.3,265,3
10,253,3,57,0,19,13.9,279,4
163,821,8,88,1,8,17,246,4
18,202,8,54,1,4,21.1,326,7
13,212,10,37,0,12,11.4,519,6
40,606,3,88,1,22,15.6,366,6
55,731,7,64,0,11,14.1,184,2
10,243,3,36,0,12,9.6,142,7
24,227,3,84,1,1,16.9,482,7
52,586,10,76,1,6,8.2,405,7
17,279,9,38,0,12,21.7,491,5
23,264,3,93,0,3,17.4,362,5
44,653,4,40,1,2,15.5,353,1
56,657,4,76,0,7,18,511,5
12,246,4,51,1,18,14,146,4
63,883,4,68,1,7,22.7,504,7
37,789,8,45,0,19,10.7,224,1
61,584,7,84,1,18,17.7,235,2
58,593,9,79,0,9,14.5,125,5
29,487,10,47,1,20,9,438,7
57,812,7,48,0,4,12.1,236,3
48,823,9,89,0,22,13.3,440,6
13,204,3,60,0,6,8.4,147,4
106,823,4,83,1,9,10.5,546,2
15,202,3,55,1,1,23.4,432,5
22,150,9,72,1,16,20.4,512,4
56,815,10,62,0,20,15,314,1
26,338,8,36,1,9,23.1,427,6
53,629,8,83,0,22,16.5,222,5
63,731,10,39,0,6,15.4,165,4
36,443,7,43,1,10,17.8,242,1
98,698,9,92,0,7,17.4,268,2
110,819,10,55,1,1,17.5,378,6
51,396,6,76,1,7,16.9,371,2
125,898,8,90,0,6,18.9,227,1
113,750,10,91,1,11,9.8,142,1
63,708,10,43,1,7,22.5,470,4
93,776,9,37,1,5,9.1,392,2
24,219,9,57,1,7,16.8,210,6
70,808,9,42,1,9,13.3,321,1
32,293,8,93,1,21,18.7,269,7
85,840,9,59,1,21,14.3,316,2
36,257,6,68,1,5,13.2,315,4
42,419,9,45,1,14,21.8,163,3
59,662,9,37,1,15,10.6,184,3
45,510,8,63,0,1,10.4,301,4
59,719,8,67,1,22,10.7,203,2
37,639,10,54,0,21,19.3,524,4
67,692,5,93,0,6,10.7,397,1
33,668,3,38,1,2,10.2,410,6
32,416,6,65,1,13,19.9,236,5
20,338,4,48,1,14,8.2,486,1
38,555,8,48,1,2,15.6,246,2
53,495,10,42,1,1,10.2,517,5
59,448,3,87,1,1,15.8,209,4
34,399,4,91,1,2,16.3,175,4
43,545,7,97,0,14,13.9,527,4
103,630,10,81,1,3,10.1,347,5
30,447,8,50,0,19,12.4,417,4
10,152,7,53,0,19,10.9,450,3
91,745,7,55,1,7,14.6,245,1
32,515,5,67,1,19,18.9,274,1
17,325,10,47,0,2,23.3,351,1
43,553,10,93,0,3,21.1,287,5
15,371,7,57,0,17,9.9,406,6
121,883,9,64,1,10,11.9,298,6
61,649,9,40,1,11,9.8,122,6
20,171,3,92,1,13,18.3,262,7
45,391,10,79,1,3,20.3,437,1
41,716,9,53,0,14,18.8,183,6
23,210,8,43,1,9,9.2,462,1
71,670,9,79,1,20,8.9,532,7
18,251,4,43,1,22,18.3,187,3
94,590,8,96,1,16,10.2,217,5
33,338,6,82,1,11,12.3,186,5
26,749,4,49,0,3,19.9,427,7
15,346,3,46,0,5,14.4,208,6
36,641,5,36,1,22,22.9,269,6
49,700,10,37,1,21,13.1,197,1
50,434,5,97,0,2,14.3,484,2
26,535,10,43,1,18,8.9,441,6
68,526,5,71,1,3,20.2,323,2
95,624,9,89,1,10,21.7,431,6
24,346,9,53,1,10,15.9,200,6
76,587,9,95,1,13,9.5,237,2
18,255,8,53,0,2,14.6,462,7
36,551,7,86,1,14,8.3,304,6
43,530,5,70,0,22,17.6,231,4
72,666,3,84,1,14,9.5,498,4
108,809,7,68,1,9,12.6,316,1
14,403,7,42,0,20,10.5,541,3
35,728,4,44,1,10,8.2,346,5
68,747,9,69,0,10,12.2,198,6
40,569,10,65,1,18,22.4,504,5
36,721,3,65,0,9,19.9,260,5
22,360,7,55,1,18,17.3,514,7
43,668,5,78,0,3,19.5,227,5
69,844,5,39,1,18,17.5,508,2
58,554,6,89,1,21,10.6,326,3
18,203,4,57,1,4,19,539,6
17,354,7,39,1,16,16,201,6
39,586,10,92,0,12,8.6,144,3
46,743,4,92,0,17,12,519,7
35,354,10,69,0,10,12,413,4
64,816,3,97,0,6,15.6,393,3
80,611,8,67,1,5,21.3,425,6
16,235,10,93,0,22,11.3,283,1
10,183,7,48,1,18,22.3,121,4
41,529,6,85,0,1,10.8,545,3
11,186,7,45,0,5,15.1,409,5
15,213,7,44,1,1,22.7,285,1
155,825,9,90,1,3,10.3,510,4
37,339,3,98,1,6,23.2,497,5
10,188,8,37,0,18,20.4,340,6
68,489,9,75,1,7,18.1,323,2
51,549,6,98,0,12,23.4,166,4
31,381,7,48,0,14,19,440,3
17,330,10,60,0,22,21.9,158,1
54,586,7,76,1,20,23,126,6
51,567,6,36,1,7,19.7,440,5
22,222,3,97,1,14,8.6,399,4
87,872,7,97,0,9,23.3,490,5
30,459,6,37,1,13,13.8,127,1
25,297,7,54,1,15,9.9,461,2
13,252,3,90,0,13,11,498,3
57,477,10,96,1,17,17.8,181,5
68,896,9,64,0,6,13.7,282,5
25,517,7,46,0,10,11.8,297,3
92,667,4,82,1,3,10.3,212,3
106,891,7,76,0,13,17.7,196,3
103,552,9,80,1,10,19.2,366,2
21,337,8,62,0,21,10.6,408,5
49,561,7,40,1,17,12.4,298,3
22,250,6,73,0,22,18.6,338,4
17,369,6,35,0,20,19.3,474,6
25,318,4,57,1,6,13.9,154,3
27,539,9,39,1,1,22.9,216,7
27,214,10,93,1,14,15.3,485,4
39,236,9,78,1,15,19.5,504,5
10,205,8,39,0,1,16.8,452,1
40,598,3,61,0,3,21.8,175,4
78,878,8,57,0,10,9.9,205,1
66,606,4,55,1,14,20.3,231,2
77,883,5,49,1,3,10.5,250,4
45,312,5,91,1,12,9.6,205,5
17,480,6,43,0,15,9.2,271,3
56,551,5,95,1,6,15.9,377,1
21,329,5,77,0,5,13.2,245,5
85,733,8,60,1,5,18.8,502,7
27,490,7,75,0,17,11,418,1
41,338,7,79,1,4,15.8,289,7
70,583,3,81,1,19,19.8,428,3
21,391,5,50,1,17,14.2,225,4
35,844,4,49,0,19,11.7,181,5
65,561,9,95,0,4,14.1,177,5
51,841,7,49,1,22,19,456,1
48,340,6,95,1,13,19.6,327,2
64,347,9,72,1,12,19.8,370,4
65,738,10,60,0,11,13.9,417,6
24,559,5,44,1,17,8.2,258,5
43,652,4,71,0,7,15,449,7
43,338,6,63,1,7,15.6,176,3
44,519,8,83,0,3,17.7,397,4
45,816,6,38,0,14,18.9,143,5
56,838,10,52,0,16,14.1,219,6
33,264,10,74,1,22,22,235,7
96,836,8,47,1,9,17.5,172,2
85,491,6,78,1,12,19.7,540,2
13,235,3,74,0,17,13,362,3
26,294,7,69,1,17,13.3,199,4
25,404,8,38,1,11,23.4,353,5
72,824,3,41,1,14,20.1,143,4
58,554,8,98,1,18,13.1,187,1
50,587,7,55,0,15,19.7,246,2
68,877,3,61,1,21,18.8,274,6
64,829,4,78,1,5,11.3,196,5
99,767,6,98,1,5,10.8,526,2
36,632,6,81,0,14,8.1,270,7
36,355,9,37,1,4,16.7,130,2
34,373,6,46,1,7,17.2,283,3
22,410,9,46,0,1,16.5,517,1
63,589,8,45,1,12,17.6,281,3
58,527,10,81,0,18,19.6,141,1
41,591,6,67,0,2,20.7,518,5
14,191,3,70,0,6,12.7,527,3
36,813,6,57,0,16,22.5,162,6
28,449,7,45,1,14,14.2,190,2
83,800,8,42,1,6,16.3,489,3
10,169,3,57,0,14,12.4,150,2
28,231,6,85,1,13,16.6,377,6
10,316,5,36,0,16,23.4,136,2
46,478,7,84,0,9,16.5,499,2
34,536,6,56,0,8,8.3,451,6
60,693,3,76,1,6,21.6,522,3
82,726,8,41,1,4,18.7,547,5
10,181,4,49,1,18,12.4,448,6
60,559,8,74,1,13,13.4,427,5
69,860,4,73,1,11,8,266,1
45,790,7,50,0,4,15.9,129,1
36,791,6,44,0,14,9.4,283,1
36,569,6,52,1,12,12.4,330,2
77,617,8,61,1,15,17.6,308,3
38,265,6,85,1,3,12.2,414,3
18,587,3,47,0,22,11.5,130,3
22,379,7,58,1,2,8.4,162,5
19,418,10,37,0,18,11.7,124,7
21,308,7,78,0,19,20.1,216,4
29,378,5,37,1,14,18.6,272,3
66,709,4,58,1,22,20.1,380,5
46,508,10,86,0,14,8.1,422,5
18,352,6,42,1,1,9.5,202,7
87,837,9,73,1,15,11.1,427,4
100,868,3,93,1,4,15.3,516,4
28,171,6,75,1,8,9.6,309,3
37,458,10,65,1,18,17.3,268,5
43,751,7,35,0,9,20.6,168,5
37,661,4,38,0,6,12,148,3
37,324,7,84,1,16,13.9,224,1
13,261,10,37,0,19,15.2,346,6
123,675,9,70,1,10,11,161,2
24,301,9,88,0,16,14,400,3
94,552,10,85,1,5,21.2,272,4
38,313,8,80,1,15,21.3,353,1
10,215,5,74,0,18,17.2,240,1
67,825,10,54,1,4,21.8,511,1
45,743,9,65,0,16,11.3,349,6
44,827,3,74,0,21,15,194,5
19,295,10,72,0,6,23.2,302,7
87,836,4,92,1,13,13.6,265,7
32,423,3,96,1,2,22,542,1
85,874,4,42,1,9,9.8,161,2
76,609,10,67,1,13,20.8,500,1
112,698,4,65,1,7,18.6,147,4
44,466,4,62,1,2,14.1,206,1
20,165,9,60,1,5,20,339,4
78,862,7,54,1,4,11.7,360,7
31,539,10,45,0,8,8.4,270,2
10,154,10,45,1,21,9.8,410,3
65,607,9,71,1,7,22.3,135,1
53,665,8,50,0,10,11.8,314,4
57,900,7,74,0,6,15.4,504,7
20,212,5,86,0,2,16.3,522,5
92,892,7,77,1,3,22.1,128,3
51,599,8,66,0,22,17.3,349,3
14,173,4,71,0,9,19.4,524,4
123,774,9,86,1,22,19.2,323,1
15,176,10,84,0,14,14.4,426,7
63,588,8,63,1,5,23.3,517,6
48,841,5,64,1,16,23.1,510,7
15,356,7,57,0,11,15.7,172,7
30,669,7,35,0,9,13.3,231,3
42,829,7,77,0,17,18.5,170,6
61,563,9,51,1,5,21.7,321,4
109,715,8,97,1,11,19.9,256,7
40,628,8,36,0,5,18.3,238,2
84,823,9,68,0,11,18,397,6
15,179,4,76,1,12,14.3,331,1
41,428,6,94,1,4,11.4,452,1
73,664,9,59,1,1,23,341,6
33,734,8,64,0,2,15.4,214,7
45,537,7,96,0,7,20,138,6
